Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,MeanRoomsSquare,AreaRatio,MonthSale,AgeBuilding,WeekdaySale
Clifton Hill,1/493 Hoddle St,2,u,533000.0,SP,Jellis,2016-09-24,3.4,3068,2,1,1,0.0,126.0,Yarra,-37.7931,144.9938,Northern Metropolitan,2954,25.2,1.0,9,46,5
Clifton Hill,20 Gordon St,2,h,1430000.0,S,Collins,2017-02-25,3.4,3068,2,1,0,151.0,126.0,Yarra,-37.7912,144.9963,Northern Metropolitan,2954,25.2,-0.09025270758122744,2,107,5
Clifton Hill,1/1 Marshall Pl,4,h,1506000.0,S,Nelson,2017-02-25,3.4,3068,4,2,0,162.0,169.0,Yarra,-37.7885,144.9994,Northern Metropolitan,2954,16.9,0.021148036253776436,2,22,5
Clifton Hill,48 Council St,3,h,1150000.0,VB,Nelson,2016-07-26,3.4,3068,3,1,1,169.0,126.0,Yarra,-37.7925,144.9877,Northern Metropolitan,2954,18.0,-0.14576271186440679,7,46,1
Clifton Hill,3 Hodgkinson St,3,h,1360000.0,S,Nelson,2016-06-27,3.4,3068,3,1,0,118.0,118.0,Yarra,-37.7921,144.9858,Northern Metropolitan,2954,16.857142857142858,0.0,6,136,0
Clifton Hill,53 John St,2,t,640000.0,VB,Miles,2016-08-28,3.4,3068,2,1,1,0.0,126.0,Yarra,-37.7873,144.9961,Northern Metropolitan,2954,25.2,1.0,8,46,6
Coburg,29 Molesworth St,2,h,850000.0,SP,Brad,2016-09-03,7.8,3058,2,1,1,371.0,93.0,Moreland,-37.735,144.9589,Northern Metropolitan,11204,18.6,-0.5991379310344828,9,86,5
Coburg,10 Shackell St,3,h,784000.0,S,Nelson,2016-09-03,7.8,3058,2,1,1,286.0,110.0,Moreland,-37.7427,144.952,Northern Metropolitan,11204,18.333333333333332,-0.4444444444444444,9,126,5
Coburg,37 Elizabeth St,3,h,680000.0,S,Nelson,2016-12-03,7.8,3058,3,1,0,702.0,108.0,Moreland,-37.7391,144.9812,Northern Metropolitan,11204,15.428571428571429,-0.7333333333333333,12,66,5
Coburg,38 Harding St,4,h,1221000.0,S,Nelson,2016-12-03,7.8,3058,4,1,2,596.0,126.0,Moreland,-37.7456,144.9696,Northern Metropolitan,11204,14.0,-0.6509695290858726,12,46,5
Coburg,1/58 Moore St,2,t,807000.0,S,Nelson,2016-12-03,7.8,3058,2,2,1,0.0,176.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204,29.333333333333332,1.0,12,6,5
Coburg,181 Munro St,3,h,790000.0,S,Del,2016-12-03,7.8,3058,3,1,2,371.0,126.0,Moreland,-37.7435,144.9507,Northern Metropolitan,11204,18.0,-0.49295774647887325,12,46,5
Coburg,43 Ohea St,4,h,955000.0,S,Nelson,2016-12-03,7.8,3058,4,2,1,295.0,126.0,Moreland,-37.7374,144.9617,Northern Metropolitan,11204,12.6,-0.4014251781472684,12,46,5
Coburg,8 Watchtower Rd,3,h,675000.0,PI,Walshe,2016-02-04,7.8,3058,3,1,2,142.0,123.0,Moreland,-37.7382,144.97299999999996,Northern Metropolitan,11204,17.571428571428573,-0.07169811320754717,2,11,3
Coburg,12 Hardwick St,3,h,1010000.0,S,Jellis,2017-03-04,7.8,3058,3,2,1,278.0,278.0,Moreland,-37.7494,144.9686,Northern Metropolitan,11204,34.75,0.0,3,47,5
Coburg,3 Mavis St,3,h,1202000.0,S,Nelson,2017-03-04,7.8,3058,3,2,2,423.0,140.0,Moreland,-37.7493,144.9559,Northern Metropolitan,11204,17.5,-0.5026642984014209,3,77,5
Coburg,243 Moreland Rd,3,h,1370000.0,S,Ray,2017-03-04,7.8,3058,3,1,1,233.0,180.0,Moreland,-37.7549,144.9611,Northern Metropolitan,11204,25.714285714285715,-0.12832929782082325,3,127,5
Coburg,61 Murray Rd,2,h,550000.0,S,hockingstuart,2017-03-04,7.8,3058,2,1,1,0.0,126.0,Moreland,-37.7358,144.9801,Northern Metropolitan,11204,25.2,1.0,3,47,5
Coburg,45 Portland St,3,h,1000000.0,VB,Jellis,2017-03-04,7.8,3058,3,2,3,370.0,110.0,Moreland,-37.744,144.9501,Northern Metropolitan,11204,13.75,-0.5416666666666666,3,97,5
Coburg,6 Stawell St,3,h,935500.0,S,Brad,2017-03-04,7.8,3058,3,1,2,386.0,126.0,Moreland,-37.7364,144.96,Northern Metropolitan,11204,18.0,-0.5078125,3,47,5
Coburg,35 The Grove,8,u,2250000.0,PI,Peter,2017-03-04,7.8,3058,4,2,4,983.0,126.0,Moreland,-37.7517,144.9699,Northern Metropolitan,11204,9.0,-0.7727682596934174,3,47,5
Coburg,171 Moreland Rd,4,h,145000.0,PI,Jellis,2016-06-04,7.8,3058,3,1,1,536.0,164.0,Moreland,-37.7555,144.9658,Northern Metropolitan,11204,20.5,-0.5314285714285715,6,106,5
Coburg,191 Ohea St,4,h,905000.0,S,LITTLE,2016-06-04,7.8,3058,3,2,1,439.0,126.0,Moreland,-37.7363,144.9507,Northern Metropolitan,11204,14.0,-0.5539823008849557,6,46,5
Coburg,33 Wellington St,3,h,860000.0,S,Peter,2016-06-04,7.8,3058,3,1,1,283.0,109.0,Moreland,-37.7416,144.9582,Northern Metropolitan,11204,15.571428571428571,-0.44387755102040816,6,101,5
Coburg,16 Linda St,2,h,953000.0,S,Jellis,2016-08-06,7.8,3058,2,1,1,170.0,101.0,Moreland,-37.7508,144.9608,Northern Metropolitan,11204,20.2,-0.25461254612546125,8,126,5
Coburg,6 Shackell St,2,h,735000.0,SP,Nelson,2016-08-06,7.8,3058,2,1,1,280.0,93.0,Moreland,-37.7429,144.952,Northern Metropolitan,11204,18.6,-0.5013404825737265,8,116,5
Coburg,15/1 Manna Gum Ct,3,t,550000.0,PI,Brace,2016-05-07,7.8,3058,3,2,2,0.0,168.0,Moreland,-37.7372,144.9764,Northern Metropolitan,11204,21.0,1.0,5,46,5
Coburg,56 Rose St,3,h,1100000.0,VB,Nelson,2016-05-07,7.8,3058,3,1,1,576.0,126.0,Moreland,-37.7432,144.9474,Northern Metropolitan,11204,18.0,-0.6410256410256411,5,46,5
Coburg,27 Higinbotham St,3,h,947000.0,S,Brad,2016-11-07,7.8,3058,3,1,1,372.0,125.0,Moreland,-37.735,144.9581,Northern Metropolitan,11204,17.857142857142858,-0.4969818913480885,11,96,0
Coburg,2/6 McKay St,2,u,500000.0,SP,Jellis,2016-11-07,7.8,3058,2,1,1,0.0,74.0,Moreland,-37.7405,144.9644,Northern Metropolitan,11204,14.8,1.0,11,46,0
Coburg,2/58 Moore St,3,t,865000.0,S,Nelson,2016-11-07,7.8,3058,3,2,2,263.0,126.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204,15.75,-0.35218508997429304,11,8,0
Coburg,7/13 Clarendon St,2,u,466000.0,S,Nelson,2016-10-08,7.8,3058,2,1,1,0.0,62.0,Moreland,-37.7527,144.9522,Northern Metropolitan,11204,12.4,1.0,10,36,5
Coburg,3/58 Moore St,3,t,740000.0,VB,Nelson,2016-10-08,7.8,3058,3,2,1,255.0,164.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204,20.5,-0.2171837708830549,10,2,5
Coburg,105 Moreland Rd,3,h,812000.0,S,Nicholson,2016-10-08,7.8,3058,3,1,1,370.0,130.0,Moreland,-37.7561,144.9718,Northern Metropolitan,11204,18.571428571428573,-0.48,10,86,5
Coburg,107 Moreland Rd,3,h,766000.0,S,Nicholson,2016-10-08,7.8,3058,3,1,0,378.0,124.0,Moreland,-37.7561,144.9716,Northern Metropolitan,11204,17.714285714285715,-0.5059760956175299,10,86,5
Coburg,109 Moreland Rd,3,h,825000.0,S,Nicholson,2016-10-08,7.8,3058,2,1,1,374.0,118.0,Moreland,-37.7561,144.9715,Northern Metropolitan,11204,19.666666666666668,-0.5203252032520326,10,106,5
Coburg,2 Quarry Cct,4,h,1131000.0,S,Nelson,2016-10-08,7.8,3058,4,2,2,494.0,300.0,Moreland,-37.7359,144.9711,Northern Metropolitan,11204,30.0,-0.24433249370277077,10,15,5
Coburg,114 Reynard St,3,h,1064000.0,SP,Nelson,2016-10-08,7.8,3058,3,2,1,417.0,178.0,Moreland,-37.7478,144.9583,Northern Metropolitan,11204,22.25,-0.4016806722689076,10,76,5
Coburg,3/262 Reynard St,2,t,610000.0,PI,Ray,2016-10-08,7.8,3058,2,2,1,114.0,126.0,Moreland,-37.7466,144.9482,Northern Metropolitan,11204,21.0,0.05,10,46,5
Coburg,60 Glengyle St,3,h,1210000.0,S,Nelson,2016-09-10,7.8,3058,3,1,1,379.0,125.0,Moreland,-37.7544,144.9764,Northern Metropolitan,11204,17.857142857142858,-0.503968253968254,9,91,5
Coburg,8/6 McKay St,2,u,434000.0,S,Nelson,2016-09-10,7.8,3058,2,1,1,0.0,80.0,Moreland,-37.7405,144.9644,Northern Metropolitan,11204,16.0,1.0,9,51,5
Coburg,4/44 Victoria St,2,u,653000.0,SP,Peter,2016-09-10,7.8,3058,2,1,1,129.0,107.0,Moreland,-37.7422,144.9606,Northern Metropolitan,11204,21.4,-0.09322033898305085,9,4,5
Coburg,2/118 Bruce St,3,t,640000.0,S,Nelson,2016-12-10,7.8,3058,3,1,2,119.0,109.0,Moreland,-37.7403,144.9491,Northern Metropolitan,11204,15.571428571428571,-0.043859649122807015,12,21,5
Coburg,31 Elizabeth St,2,h,820000.0,S,Peter,2016-12-10,7.8,3058,2,1,1,597.0,126.0,Moreland,-37.7402,144.9807,Northern Metropolitan,11204,25.2,-0.6514522821576764,12,56,5
Coburg,7 Gladstone St,4,h,1250000.0,S,Jellis,2016-12-10,7.8,3058,4,1,2,613.0,126.0,Moreland,-37.7433,144.9762,Northern Metropolitan,11204,14.0,-0.6589986468200271,12,46,5
Coburg,21 Governors Rd,5,h,1335000.0,S,Nelson,2016-12-10,7.8,3058,5,3,2,390.0,126.0,Moreland,-37.7376,144.9726,Northern Metropolitan,11204,9.692307692307692,-0.5116279069767442,12,46,5
Coburg,56 The Grove,6,h,1900000.0,VB,hockingstuart,2016-12-10,7.8,3058,6,2,2,1060.0,126.0,Moreland,-37.7523,144.9725,Northern Metropolitan,11204,9.0,-0.7875210792580101,12,46,5
Coburg,5 Donne St,3,h,1090000.0,S,ASL,2016-11-12,7.8,3058,3,1,1,464.0,126.0,Moreland,-37.753,144.9485,Northern Metropolitan,11204,18.0,-0.5728813559322034,11,46,5
Coburg,41 Service St,3,h,1130000.0,SP,Re,2016-11-12,7.8,3058,3,1,2,735.0,127.0,Moreland,-37.7379,144.9623,Northern Metropolitan,11204,18.142857142857142,-0.7053364269141531,11,96,5
Coburg,1 Sutherland St,4,h,1145000.0,S,Nelson,2016-11-12,7.8,3058,4,2,2,480.0,126.0,Moreland,-37.7402,144.9607,Northern Metropolitan,11204,12.6,-0.5841584158415841,11,46,5
Coburg,38 Budds St,2,t,657000.0,SP,Nelson,2016-08-13,7.8,3058,2,1,2,138.0,126.0,Moreland,-37.7427,144.9711,Northern Metropolitan,11204,25.2,-0.045454545454545456,8,46,5
Coburg,1e The Avenue,3,h,763000.0,S,Woodards,2016-05-14,7.8,3058,3,2,1,107.0,110.0,Moreland,-37.7517,144.963,Northern Metropolitan,11204,13.75,0.013824884792626729,5,22,5
Coburg,53 Hawthorn St,2,h,903000.0,S,Nelson,2016-10-15,7.8,3058,2,1,1,253.0,94.0,Moreland,-37.7484,144.9521,Northern Metropolitan,11204,18.8,-0.45821325648414984,10,106,5
Coburg,4 Miller St,3,h,1000000.0,S,Nelson,2016-10-15,7.8,3058,3,1,1,431.0,117.0,Moreland,-37.75,144.9695,Northern Metropolitan,11204,16.714285714285715,-0.572992700729927,10,46,5
Coburg,13 Shaftsbury St,4,h,1742000.0,SP,Nelson,2016-10-15,7.8,3058,3,2,4,482.0,256.0,Moreland,-37.7529,144.9534,Northern Metropolitan,11204,28.444444444444443,-0.3062330623306233,10,10,5
Coburg,12 Gordon St,4,h,865000.0,S,Brad,2016-04-16,7.8,3058,4,1,1,452.0,125.0,Moreland,-37.7525,144.94799999999995,Northern Metropolitan,11204,13.88888888888889,-0.5667244367417678,4,91,5
Coburg,11/5 Industry La,2,u,485000.0,VB,Nelson,2016-04-16,7.8,3058,2,2,1,0.0,96.0,Moreland,-37.7367,144.9701,Northern Metropolitan,11204,16.0,1.0,4,136,5
Coburg,23 Berry St,3,h,1278000.0,S,Peter,2016-07-16,7.8,3058,3,2,3,405.0,156.0,Moreland,-37.7464,144.959,Northern Metropolitan,11204,19.5,-0.44385026737967914,7,86,5
Coburg,4/93 Harding St,3,t,590000.0,VB,Ray,2016-09-17,7.8,3058,3,2,2,0.0,109.0,Moreland,-37.7458,144.9751,Northern Metropolitan,11204,13.625,1.0,9,3,5
Coburg,45 Kerferd St,4,h,1000000.0,SP,Peter,2016-09-17,7.8,3058,4,2,1,381.0,126.0,Moreland,-37.7337,144.9548,Northern Metropolitan,11204,12.6,-0.5029585798816568,9,78,5
Coburg,15/1 Manna Gum Ct,3,t,590000.0,PI,Brace,2016-09-17,7.8,3058,3,2,2,0.0,168.0,Moreland,-37.7372,144.9764,Northern Metropolitan,11204,21.0,1.0,9,46,5
Coburg,3 Phillips St,3,h,1030000.0,S,Considine,2016-09-17,7.8,3058,3,1,1,404.0,126.0,Moreland,-37.7504,144.9537,Northern Metropolitan,11204,18.0,-0.5245283018867924,9,46,5
Coburg,19 Audley St,4,h,1136000.0,S,Ray,2017-03-18,7.8,3058,4,3,1,420.0,146.0,Moreland,-37.7501,144.96200000000005,Northern Metropolitan,11204,13.272727272727273,-0.4840989399293286,3,97,5
Coburg,13 Carron St,2,t,635000.0,S,Ray,2017-03-18,7.8,3058,2,1,1,97.0,95.0,Moreland,-37.7516,144.9623,Northern Metropolitan,11204,19.0,-0.010416666666666666,3,3,5
Coburg,196 Ohea St,3,h,1061000.0,S,Brad,2017-03-18,7.8,3058,3,1,1,527.0,126.0,Moreland,-37.7359,144.9502,Northern Metropolitan,11204,18.0,-0.6140888208269525,3,47,5
Coburg,9 Vincent St,4,h,1155000.0,S,Nelson,2017-03-18,7.8,3058,4,1,2,370.0,126.0,Moreland,-37.7431,144.95600000000005,Northern Metropolitan,11204,14.0,-0.49193548387096775,3,47,5
Coburg,6 Farm Rd,4,h,650000.0,PI,RT,2016-06-18,7.8,3058,3,2,2,312.0,126.0,Moreland,-37.7362,144.9714,Northern Metropolitan,11204,14.0,-0.4246575342465753,6,46,5
Coburg,89 Gordon St,3,h,1286000.0,S,Nelson,2016-06-18,7.8,3058,3,2,2,435.0,126.0,Moreland,-37.7477,144.9483,Northern Metropolitan,11204,15.75,-0.5508021390374331,6,46,5
Coburg,31 Hardwick St,3,h,885000.0,S,Nelson,2016-06-18,7.8,3058,3,1,2,255.0,126.0,Moreland,-37.7493,144.9701,Northern Metropolitan,11204,18.0,-0.33858267716535434,6,96,5
Coburg,13 Hudson St,4,h,1160000.0,PI,Jellis,2016-06-18,7.8,3058,4,2,5,371.0,126.0,Moreland,-37.7436,144.96200000000005,Northern Metropolitan,11204,12.6,-0.49295774647887325,6,128,5
Coburg,203 Munro St,4,h,1400000.0,S,RE,2016-06-18,7.8,3058,4,1,1,856.0,189.0,Moreland,-37.7432,144.9481,Northern Metropolitan,11204,21.0,-0.6382775119617224,6,46,5
Coburg,403/19 Pentridge Bvd,2,u,470000.0,SP,Raine,2016-06-18,7.8,3058,2,2,1,0.0,126.0,Moreland,-37.7379,144.9683,Northern Metropolitan,11204,21.0,1.0,6,46,5
Coburg,8 Gilbert St,3,h,1260000.0,S,Jellis,2016-11-19,7.8,3058,3,2,0,407.0,230.0,Moreland,-37.7471,144.9579,Northern Metropolitan,11204,28.75,-0.2778649921507064,11,86,5
Coburg,1/33 Sheffield St,2,h,920000.0,SP,Jellis,2016-11-19,7.8,3058,2,1,0,157.0,126.0,Moreland,-37.7464,144.9676,Northern Metropolitan,11204,25.2,-0.10954063604240283,11,46,5
Coburg,52 Stawell St,3,h,841000.0,S,Re,2016-11-19,7.8,3058,3,1,3,385.0,98.0,Moreland,-37.734,144.9603,Northern Metropolitan,11204,14.0,-0.5942028985507246,11,96,5
Coburg,4/2 Vincent St,2,u,537500.0,S,Nelson,2016-11-19,7.8,3058,2,1,1,0.0,73.0,Moreland,-37.7435,144.9563,Northern Metropolitan,11204,14.6,1.0,11,41,5
Coburg,59 Moore St,2,h,1130000.0,S,Brad,2016-08-22,7.8,3058,2,1,2,520.0,126.0,Moreland,-37.7543,144.9717,Northern Metropolitan,11204,25.2,-0.6099071207430341,8,46,0
Coburg,5/39 Service St,2,t,598000.0,S,Nelson,2016-08-22,7.8,3058,2,1,1,108.0,100.0,Moreland,-37.7379,144.9617,Northern Metropolitan,11204,20.0,-0.038461538461538464,8,9,0
Coburg,2 Walsh St,3,h,1120000.0,S,Raine,2016-08-22,7.8,3058,3,2,1,293.0,180.0,Moreland,-37.7481,144.9663,Northern Metropolitan,11204,22.5,-0.23890063424947147,8,10,0
Coburg,24 Webb St,3,h,870000.0,S,Nelson,2016-08-22,7.8,3058,3,1,1,371.0,100.0,Moreland,-37.735,144.9558,Northern Metropolitan,11204,14.285714285714286,-0.5753715498938429,8,36,0
Coburg,27 Bruce St,3,h,680000.0,PI,Raine,2016-04-23,7.8,3058,2,1,2,462.0,72.0,Moreland,-37.7448,144.9478,Northern Metropolitan,11204,12.0,-0.7303370786516854,4,96,5
Coburg,185 Moreland Rd,1,h,482500.0,S,Raine,2016-04-23,7.8,3058,1,1,1,108.0,126.0,Moreland,-37.7554,144.9648,Northern Metropolitan,11204,42.0,0.07692307692307693,4,46,5
Coburg,155 Nicholson St,3,h,825000.0,S,Ray,2016-04-23,7.8,3058,3,1,2,577.0,131.0,Moreland,-37.7459,144.9773,Northern Metropolitan,11204,18.714285714285715,-0.6299435028248588,4,96,5
Coburg,11 Station St,3,h,725000.0,S,Brad,2016-04-23,7.8,3058,3,1,0,238.0,131.0,Moreland,-37.7539,144.9612,Northern Metropolitan,11204,18.714285714285715,-0.2899728997289973,4,116,5
Coburg,144 The Avenue,4,h,1250000.0,VB,Nelson,2016-04-23,7.8,3058,4,3,1,515.0,249.0,Moreland,-37.7537,144.9766,Northern Metropolitan,11204,22.636363636363637,-0.3481675392670157,4,116,5
Coburg,2 Franklin St,2,h,1008000.0,S,Jellis,2016-09-24,7.8,3058,2,1,3,457.0,89.0,Moreland,-37.7505,144.9725,Northern Metropolitan,11204,17.8,-0.673992673992674,9,76,5
Coburg,3/20 Loch St,2,t,599000.0,S,Ray,2016-09-24,7.8,3058,2,2,1,76.0,126.0,Moreland,-37.7474,144.9621,Northern Metropolitan,11204,21.0,0.24752475247524752,9,46,5
Coburg,50a Rennie St,2,h,860000.0,S,Nelson,2016-09-24,7.8,3058,2,1,1,483.0,126.0,Moreland,-37.7509,144.9696,Northern Metropolitan,11204,25.2,-0.5862068965517241,9,46,5
Coburg,1 Shaftsbury St,4,h,990000.0,SP,Grantham,2016-09-24,7.8,3058,4,1,1,488.0,142.0,Moreland,-37.7537,144.9532,Northern Metropolitan,11204,15.777777777777779,-0.5492063492063493,9,86,5
Coburg,3/30 Shaftsbury St,2,u,451000.0,S,RT,2016-09-24,7.8,3058,2,1,1,0.0,72.0,Moreland,-37.752,144.954,Northern Metropolitan,11204,14.4,1.0,9,46,5
Coburg,211 Bell St,2,h,635000.0,S,Brad,2017-02-25,7.8,3058,2,2,3,339.0,149.0,Moreland,-37.7404,144.9559,Northern Metropolitan,11204,24.833333333333332,-0.38934426229508196,2,97,5
Coburg,15 Hardwick St,5,h,1020000.0,PI,Raine,2017-02-25,7.8,3058,5,2,4,381.0,286.0,Moreland,-37.7492,144.969,Northern Metropolitan,11204,23.833333333333332,-0.1424287856071964,2,32,5
Coburg,6 Hardwick St,3,h,967000.0,S,Nelson,2017-02-25,7.8,3058,3,1,1,169.0,126.0,Moreland,-37.7494,144.9681,Northern Metropolitan,11204,18.0,-0.14576271186440679,2,47,5
Coburg,32A Kelson St,3,h,1025000.0,VB,Jellis,2017-02-25,7.8,3058,3,1,3,336.0,112.0,Moreland,-37.7408,144.9558,Northern Metropolitan,11204,16.0,-0.5,2,67,5
Coburg,37 Kelson St,3,h,700000.0,SP,Brad,2017-02-25,7.8,3058,3,1,1,138.0,102.0,Moreland,-37.7406,144.9555,Northern Metropolitan,11204,14.571428571428571,-0.15,2,17,5
Coburg,48 Murray St,3,h,1130000.0,S,Nelson,2017-02-25,7.8,3058,3,1,3,206.0,80.0,Moreland,-37.7382,144.9563,Northern Metropolitan,11204,11.428571428571429,-0.4405594405594406,2,72,5
Coburg,25a Ohea St,3,h,835000.0,SA,Peter,2017-02-25,7.8,3058,3,1,2,385.0,126.0,Moreland,-37.7376,144.9638,Northern Metropolitan,11204,18.0,-0.5068493150684932,2,47,5
Coburg,212 Reynard St,4,h,1075000.0,S,Hodges,2017-02-25,7.8,3058,4,1,4,531.0,187.0,Moreland,-37.7473,144.9528,Northern Metropolitan,11204,20.77777777777778,-0.479108635097493,2,92,5
Coburg,96 Reynard St,3,h,845000.0,S,Brad,2017-02-25,7.8,3058,3,1,1,221.0,126.0,Moreland,-37.74800000000001,144.9603,Northern Metropolitan,11204,18.0,-0.2737752161383285,2,37,5
Coburg,2/618 Sydney Rd,3,t,600000.0,S,Brad,2017-02-25,7.8,3058,3,1,1,102.0,95.0,Moreland,-37.736,144.9665,Northern Metropolitan,11204,13.571428571428571,-0.03553299492385787,2,41,5
Coburg,185 The Avenue,4,h,1461000.0,S,Jellis,2017-02-25,7.8,3058,4,2,2,571.0,126.0,Moreland,-37.7535,144.9779,Northern Metropolitan,11204,12.6,-0.6384505021520803,2,47,5
Coburg,14 Rose St,4,h,1150000.0,PI,Peter,2016-07-26,7.8,3058,4,2,2,43.0,205.0,Moreland,-37.7456,144.9469,Northern Metropolitan,11204,20.5,0.6532258064516129,7,86,1
Coburg,3/19 Chandos St,2,u,515000.0,S,Ray,2016-06-27,7.8,3058,2,1,2,0.0,70.0,Moreland,-37.7474,144.9608,Northern Metropolitan,11204,14.0,1.0,6,46,0
Coburg,124 Ohea St,3,h,770000.0,PI,Raine,2016-06-27,7.8,3058,4,1,2,408.0,126.0,Moreland,-37.7366,144.9564,Northern Metropolitan,11204,15.75,-0.5280898876404494,6,46,0
Coburg,5/228 Reynard St,2,h,472000.0,S,Nelson,2016-06-27,7.8,3058,2,1,1,500.0,69.0,Moreland,-37.747,144.9515,Northern Metropolitan,11204,13.8,-0.7574692442882249,6,41,0
Coburg,32 Rose St,2,h,901000.0,S,Peter,2016-06-27,7.8,3058,2,1,1,545.0,107.0,Moreland,-37.7445,144.9471,Northern Metropolitan,11204,21.4,-0.6717791411042945,6,76,0
Coburg,9 Sargood St,2,h,642000.0,S,Nelson,2016-06-27,7.8,3058,2,1,0,167.0,126.0,Moreland,-37.7477,144.9647,Northern Metropolitan,11204,25.2,-0.13993174061433447,6,46,0
Coburg,1/51 The Grove,2,h,605000.0,S,Jellis,2016-06-27,7.8,3058,2,1,1,0.0,13.0,Moreland,-37.7519,144.9721,Northern Metropolitan,11204,2.6,1.0,6,47,0
Coburg,3/117 Gordon St,3,t,687000.0,S,Nelson,2016-11-27,7.8,3058,3,1,1,116.0,140.0,Moreland,-37.7454,144.9487,Northern Metropolitan,11204,20.0,0.09375,11,21,6
Coburg,100 Reynard St,4,h,975000.0,PI,Re,2016-11-27,7.8,3058,4,2,2,307.0,203.0,Moreland,-37.74800000000001,144.9602,Northern Metropolitan,11204,20.3,-0.20392156862745098,11,20,6
Coburg,28 Rodda St,3,h,985000.0,S,Jellis,2016-11-27,7.8,3058,3,1,1,309.0,126.0,Moreland,-37.7434,144.9697,Northern Metropolitan,11204,18.0,-0.4206896551724138,11,136,6
Coburg,38 Soudan St,3,h,835000.0,S,hockingstuart,2016-11-27,7.8,3058,3,1,1,459.0,126.0,Moreland,-37.7388,144.9529,Northern Metropolitan,11204,18.0,-0.5692307692307692,11,46,6
Coburg,11 Vincent St,3,h,951000.0,SP,Nelson,2016-11-27,7.8,3058,3,2,0,342.0,126.0,Moreland,-37.743,144.95600000000005,Northern Metropolitan,11204,15.75,-0.46153846153846156,11,46,6
Coburg,9 Beckley St,3,h,1370000.0,S,Nelson,2016-05-28,7.8,3058,3,1,1,563.0,130.0,Moreland,-37.7493,144.97799999999995,Northern Metropolitan,11204,18.571428571428573,-0.6248196248196248,5,86,5
Coburg,265 Bell St,2,h,700000.0,VB,Nelson,2016-05-28,7.8,3058,2,1,2,381.0,92.0,Moreland,-37.74,144.9516,Northern Metropolitan,11204,18.4,-0.6109936575052854,5,91,5
Coburg,2/44 Berry St,3,t,810000.0,S,Nelson,2016-05-28,7.8,3058,3,2,1,213.0,131.0,Moreland,-37.7461,144.9584,Northern Metropolitan,11204,16.375,-0.23837209302325582,5,6,5
Coburg,3/87 Gaffney St,2,u,445000.0,SP,Raine,2016-05-28,7.8,3058,2,1,1,0.0,126.0,Moreland,-37.7336,144.9597,Northern Metropolitan,11204,25.2,1.0,5,9,5
Coburg,13 Kaye Ct,4,h,838000.0,S,Jellis,2016-05-28,7.8,3058,4,1,1,576.0,147.0,Moreland,-37.7369,144.9637,Northern Metropolitan,11204,16.333333333333332,-0.5933609958506224,5,56,5
Coburg,2 McPherson St,2,h,810000.0,S,Nelson,2016-05-28,7.8,3058,2,1,1,370.0,126.0,Moreland,-37.7489,144.9598,Northern Metropolitan,11204,25.2,-0.49193548387096775,5,46,5
Coburg,5 Saunders St,4,h,1150000.0,PI,Nelson,2016-05-28,7.8,3058,4,1,2,633.0,164.0,Moreland,-37.7531,144.9504,Northern Metropolitan,11204,18.22222222222222,-0.588456712672522,5,26,5
Coburg,6 Younger St,4,h,931000.0,SP,Brad,2016-05-28,7.8,3058,3,1,1,412.0,160.0,Moreland,-37.7432,144.9768,Northern Metropolitan,11204,20.0,-0.4405594405594406,5,96,5
Coburg,10/23 Baxter St,1,u,241000.0,S,Nelson,2016-08-28,7.8,3058,1,1,1,0.0,62.0,Moreland,-37.7463,144.9635,Northern Metropolitan,11204,20.666666666666668,1.0,8,40,6
Coburg,35 Campbell St,4,h,1331000.0,S,Jellis,2016-08-28,7.8,3058,3,2,2,394.0,126.0,Moreland,-37.7534,144.9679,Northern Metropolitan,11204,14.0,-0.5153846153846153,8,46,6
Coburg,40 Elizabeth St,1,h,1007000.0,SP,Brad,2016-08-28,7.8,3058,1,2,0,807.0,1.0,Moreland,-37.7373,144.9825,Northern Metropolitan,11204,0.25,-0.9975247524752475,8,46,6
Coburg,29 Hardwick St,2,h,981000.0,S,Nelson,2016-08-28,7.8,3058,2,1,1,263.0,114.0,Moreland,-37.7493,144.97,Northern Metropolitan,11204,22.8,-0.3952254641909814,8,106,6
Coburg,18 Industry La,2,t,570000.0,S,Peter,2016-08-28,7.8,3058,2,1,1,0.0,86.0,Moreland,-37.7367,144.9701,Northern Metropolitan,11204,17.2,1.0,8,116,6
Coburg,1/38 Victoria St,2,h,500000.0,S,Nelson,2016-08-28,7.8,3058,2,1,1,113.0,70.0,Moreland,-37.7424,144.961,Northern Metropolitan,11204,14.0,-0.23497267759562843,8,46,6
Coburg,12 Geake St,3,h,830000.0,PI,Ray,2016-07-30,7.8,3058,3,2,0,559.0,126.0,Moreland,-37.7384,144.9617,Northern Metropolitan,11204,15.75,-0.6321167883211679,7,46,5
Coburg,136 Gordon St,3,h,1194500.0,S,hockingstuart,2016-07-30,7.8,3058,2,1,2,537.0,126.0,Moreland,-37.7443,144.9494,Northern Metropolitan,11204,21.0,-0.6199095022624435,7,46,5
